Result
We initially sought to determine RNA expression patterns of NAP1L1 in CD34 + hematopoietic progenitor cell-derived MKs and freshly isolated human PLTs. Next generation RNA-sequencing (RNA-seq) revealed that MKs and ...
The body mass measurements ( Figure 1 ) were similar between the vivarium and AEM groups at both time-points during the tests. The average initial (day 0) animal body masses ...
"The results presented below in Section 3.3 , Section 3.4 , Section 3.5 , Section 3.6 , Section 3.7 , Section 3.8 and Section 3.9 are all statistically significant results. ..."
Exposure to spaceflight has been previously reported to increase Ca 2+ uptake in mouse TA muscles and decrease Ca 2+ uptake in mouse SOL muscles 1 . We hypothesized that ...
The International Space Station (ISS) is a unique built environment consisting of 388 cubic meters of habitable space. Crew size has ranged from 3 to 10 over the 22 years ...
No result found
"This study exposed different microorganisms ( Aspergillus niger , Staphylococcus capitis subsp. capitis, Salinisphaera shabanensis , and Buttiauxella sp. MASE-IM-9) to a Mars analog environment. The robust simulation of Mars ..."
"Surface samples taken at each time point in each UST from coated coupons, uncoated coupons, and O-rings (representing biofilm communities), and filter quarters (representing fuel communities) were sequenced after sampling. ..."
No result found
"The International Commission on Earthquake Forecasting for Civil Protection (ICEF) had been convened in the aftermath of the magnitude 6.3 L’Aquila earthquake of April 6, 2009. In its Final Report ..."
"Antigen tests are used in clinics to diagnose different virus infections, and now the FDA has approved rapid antigen tests that can identify SARS-CoV-2. 2 Here, our experimental data indicate ..."
"The UV–vis spectra from HNP1 and LL-37 human host defense peptide-attached GQDs, as reported in Figure S2E , show two peaks. The first absorption peak is observed at ∼270 nm, ..."
Varying doses of heparin or vehicle control were administered to the nasal cavities of male and female mice once per day for 14 consecutive days to monitor safety and tolerability ...
"Figure 1 displays all sulfated glycans screened in inhibitory activity against SARS-CoV-2 WT (Wuhan-Hu-1) and Delta (B.1.617.2) strains. The MSGs examined comparatively to heparin, unfractionated heparin (UFH) ( Fig. 1A ..."
"Here, we investigated the inhibitory activity of both native PpFucCS and its LMW fractions against HCMV. The LMW PpFucCS oligosaccharides studied here were used to establish a structural activity relationship ..."
"Figure 1 , Figure 2 and Figure 3 present changes in the mean of CMV viral load in copies/10,000 cells ( Figure 1 ), cell viability in live cell percentages ..."
"Testes harvested any time between time 0 after euthanasia up to 2.5 hr after euthanasia showed histological properties comparable to the time 0-harvested mice. For comparative purposes, the 0 min ..."
To understand how insulin and estrogen signaling change during spaceflight we examined gene expression in mice that were flown to the International Space Station (ISS) for 37 days. For this ...
"Botox-induced unloading had only marginal effects on the load-deformation behavior of the enthesis. The maximum force was unchanged between the control, botox, and saline samples (control: 5.0 ± 0.7 N, ..."
"Raman analysis of the cortical shell of the calcaneus demonstrated that carbonate levels in the bone mineral were significantly decreased after 15 days of spaceflight (STS-131, Fig. 1 ). The ..."
"To evaluate the effect of spaceflight on the gut microbial alpha diversity (i.e., within-sample diversity), we computed the number of species observed in each sample (i.e., richness) and Shannon index ..."
The effects of genotype (WT vs. kit W/W-v ) and surgery (sham-operated ovary-intact vs. ovx) on body composition in 14-week-old mice 10 weeks following surgery are shown in Figure 1 ...
The efficacy of a radioconditioning priming dose of 0.5 mGy in preventing detrimental changes in bone mass and architecture in tibia and lumbar vertebra 14 days following exposure to a ...
"The effects of pair feeding (to match food intake in WT mice) on body weight and cumulative food intake, and on abdominal WAT weight, blood glucose levels, uterine weight, and ..."
"The effects of hypothalamic rAAV-Leptin gene therapy on body weight, abdominal WAT weight, and food intake are shown in Figure 1 . rAAV-Leptin-treated rats lost weight (-4 ± 2%) during ..."
The effects of treatment on body weight and on cancellous bone in the distal femur metaphysis are shown in Table 1 . rAAV-Lep treatment resulted in lower body weight compared ...
No result found
"Compared with ground controls, flight animals had 32% lower cancellous bone area fraction ( Figure 1a ), 16% lower fluorochrome label length (indicative of greater resorption of preflight label; Figure ..."
"At the end of mice’s puberty, X-ray was performed to collect images of the femur and lumbar spine. As shown in Figure 1 , the femur of ob/ob mice was ..."
"The effects of age and leptin status on cancellous bone area fraction in the femoral epiphysis and metaphysis and on cartilage retention in the femoral epiphysis, metaphysis, and diaphysis in ..."
The dose-response effects of leptin administration on serum leptin and indices related to energy metabolism in ob/ob mice are shown in Fig. 1 . Leptin was consistently detected in serum ...
"Experiment 1 evaluated the impact of MAT deficiency on the skeletal response to HU. The effects of genotype (WT and MAT-), treatment (control and HU), and their interaction on body ..."
"To investigate whether mannose receptor deficiency affects the immune cell profile during obesity, we first characterized the circulating immune cell profile for the Mrc1 −/− and control WT male mice ..."
"In experiment 1 we compared the efficacy of adoptive transfer of unsorted bone marrow cells and purified HSCs from GFP-expressing donor mice on animal survival, hematopoietic lineage cell reconstitution, mesenchymal ..."
ob/ob mice were pair fed to WT mice from 4 to 16 weeks of age and all mice were pair fed to WT HU mice during HU. Food intake averaged ...
"Compared to baseline, male B6 mice housed at 22°C accrued bone as evidenced by gains in femur length ( Fig. 1A ) and midshaft femur cortical thickness ( Fig. 1C ..."
The effects of spaceflight on cancellous bone microarchitecture in the femoral head and cortical thickness in the proximal femur diaphysis in 7.5-week-old Fisher 344 male rats flown on STS-57 for ...
No result found
"The effects of leptin supplementation and pair feeding on food intake, body composition, serum leptin, and Ucp1 gene expression in BAT are shown in Figure 2 . Food intake (panel ..."
"Food consumption over time (a), brown adipose tissue Ucp-1 expression (b), body mass over time (c), terminal body mass (d), lean mass (e), fat mass (f), and white adipose tissue ..."
The time course for immune cell reconstitution is shown in Figure 2 . Representative FACS plots of mesenteric lymph node immune cells in respective treatment groups showed extensive reconstitution of ...
"In order to determine whether HGT occurred between donor and recipient, suitable PCR primers were designed to amplify regions of the bla OXA-500 and ISAba1 genes from A. pittii IIF1SW-P1. ..."
"By the end of the decade, NASA aims to establish a sustainable habitat on the Moon, followed by the next ambitious plan of human occupation on Mars. NASA, along with ..."
"With this work, we aimed to advocate the urgency of sustainable approaches for human space exploration, and the essential role microbial biotechnologies could play in this. It has been discussed ..."
No result found
"One of the major challenges of conducting high-throughput C. elegans assays is collecting a large number of embryos. Traditionally, bleach synchronization has been used to harvest embryos. However, the process ..."
At the core of the NemaFlex technology is a liquid-filled microfluidic chamber containing elastic micropillars dangling from the chamber roof that can be deformed by a nematode push ( Fig. ...
"Although a single 90-min swim session in C. elegans induces key features of mammalian exercise ( 13 ), most exercise-dependent health benefits in humans arise from long-term training regimens that ..."
"Several previous spaceflight experiments have grown worms in liquid culture inside plastic experimental bags (Selch et al. , 2008 ; Szewczyk et al. , 2008 ; Higashitani et al. , ..."
"Under these conditions, wild type (WT) worms had a mean lifespan (MLS) of 13.31 ± 0.61 days. The MLS of worms treated with TCE at concentrations of 3, 6, and ..."
No result found
C. elegans lifespan measurement in a microfluidic environment requires mimicking plate-like behaviors with the capacity to remove progeny. Prior micropillar devices 48 – 50 provide some guidance on construction of ...
"For all experiments presented in this study, we grew C. elegans in a liquid culture of S-Basal with freeze-dried E. coli OP50 as a food source. Prior to launch, we ..."
The goal of our spaceflight experiment on ISS is to measure the strength of adult wild-type C. elegans at 4-time points across an 8-week period corresponding to 8 generations. This ...
"Design considerations such as light weight, compactness and low power consumption are not only relevant for Earth-based C. elegans applications, but become essential for spaceflight studies. For example, the ISS ..."
We first investigated the effects of mitochondrion-targeted and nontargeted H 2 S donors on C. elegans life span. Dosing L1 larvae with the untargeted sulfide donor NaGYY4137 (100 µM) increased ...
"Higher ZA concentrations (500 and 100 μM) were larval lethal, and 10 μM ZA shortened lifespan (median survival = 11 vs. 14 days for controls, P < 0.0001; Figure 1A ..."
Observation of ground control worms indicated that worm growth was as expected based upon results from the experiment verification test [ 49 ]. The crew assessed flight growth by eye ...
The simplest approach to specifically boost the abundance of a particular bacterial species in a microbial community is to supply the community with a compound that is only taken up ...
"To explore whether transcriptomic changes in the skin would occur during spaceflight, we analyzed five RNA-Seq datasets from the NASA Open Science Data Repository (OSDR) 40 , all representing skin ..."
"We sought to directly identify the existence of a resident skin microbiome on the C. elegans cuticle. However, existing microbiological techniques on the nematode are designed to isolate the entirety ..."
A sequence analysis of PK2 from C. elegans UNC-89 using BLAST confirmed that it belongs to the DMT class of CAMK kinases (Ca2+/Calmodulin-dependent kinases). The DMT class takes its name ...
"Total bacterial burden, as assessed by bacteria-directed qPCR, is given in Table 1 . When PMA treatment was omitted before molecular processing, the total bacterial burden (viable+non-viable) of the mission-critical ..."
"We used commercially available age-matched cohorts of LabC mice and WildR mice [ 10 , 11 ] that were generated in the BALB/c background. To study the impact of wild-mouse ..."
"The samples analyzed during this study were the following: ISS HEPA filter particulates, vacuum cleaner bag components of ISS (ISS Debris), JPL Class 10 K cleanroom (JPL-SAF Debris), and JPL ..."
No result found
"Proteins with altered abundance in ISS-isolated strains ISSFT-021 and IF1SW-F4, and clinical isolates Af293 and CEA10, were investigated upon extraction of total protein from each strain. Extracted proteins were digested ..."
No result found
No result found
The culture-based fungal abundance of the ILMAH was estimated for each sampling location with colony-forming unit (CFU) values ranging from below detection limit (BDL) to 10 4 CFU/m 2 (Additional ...
No result found
"To investigate dynamic changes in microbial species in the ISS Water Recovery System since its installation in 2008 13 , we analyzed a NASA-provided list of ISS potable water isolates ..."
No result found
No result found
"We benchmarked several different high-throughput commercial DNA extraction and bead cleanup techniques and compared them to single-tube extractions by processing negative and positive controls. For positive controls, a single bacterial ..."
No result found
No result found
Thirty-two surface samples were collected over the course of 14 months (2017–2018) from the ISS. The locations sampled are listed in Table 1 and correspond to the same eight locations ...
No result found
SM profiles of JSC-093350089 and ATCC 1015 were examined after growth on GMM agar medium using high-performance liquid chromatography coupled with diode-array detection and electrospray ionization tandem mass spectrometry (HPLC-DAD-MS). ...
"The ISS strains showed aerobic, motile, rod shape, Gram stain negative characteristics; colonies were pale yellow in color, formed within 24–36 h at 35 °C on R2A, TSA, and blood ..."
No result found
"To identify genomic alterations occurring in A. nidulans strains in response to ISS conditions, whole genome paired-end sequencing (WGS) was performed on ISS-grown samples and ground-grown control strains, which were ..."
"Proteins with altered abundance in ISS-isolated strains ISSFT-021 and IF1SW-F4, and clinical isolates Af293 and CEA10, were investigated upon extraction of total protein from each strain. Extracted proteins were digested ..."
Two F. oxysporum isolates (designated ISS-F3 and ISS-F4) were cultured from the dining table of the U.S. module of the ISS. The genomes were paired-end sequenced (2 × 100 bp) ...
"Twenty-four surface wipes were collected from eight locations across the ISS during three flight missions over the course of 14 months. In addition to these 24 wipes, wipes that were ..."
"Twelve fungal strains isolated from Chernobyl nuclear accident sites, belonging to nine genera, and one ISS-isolated strain were included in this study. Eight of the Chernobyl isolates were collected over ..."
"MetaMiner pipeline ( Figure 1 ) analyzes the paired genome/metagenome assemblies and tandem mass spectra from isolated microbes or bacterial/fungal communities. Starting from the genome assemblies, MetaMiner (a) identifies putative ..."
No result found
No result found
No result found
No result found
No result found
No result found
No result found
Microbial burden assays were aimed at using both cultivation-dependent and independent methods to assess the broad diversity of microorganisms on various locations sampled from CRV1 and CRV2 (see Table 1 ...
No result found
No result found
"Investigating mechanisms that maintain genetic diversity will advance our understanding of local adaptive processes, particularly from infectious diseases. Ongoing research of parasite‐driven selective processes under natural conditions should focus on ..."
"Cell concentration in the LSSMG-exposed and unexposed samples was measured via hemocytometer at four different time points: (1) start (seed, day 0), (2) acceleration phase (in between lag and exponential ..."
No result found
"To ensure a comprehensive assessment of the microbes on the edible portion of the lettuce crop, both endophytic and epiphytic microbes of lettuce leaves were collected from plants grown in ..."
"We established a microgravity animal model for C57BL/6 mice using a 3D-Clinostat ( Figure 1 a), with Video S1 showing the operation of the clinostat and Figure S1a demonstrating the ..."
"Among the cultivable bacteria, three colonies obtained from ISS surfaces (IIF7SW-B3A and IIF7SW-B5) and one from KSC (FKI-L5-BR-P1) were identified as Sphingomonas species. All ISS strains were S. sanguinis , ..."
Several yeast strains belonging to the Naganishia ( Cryptococcus ) diffluens clade of Filobasidiales were isolated from two different flight collection experiments conducted aboard the ISS [ 5 ]. These ...
"According to the data published by Singh et al. 2018 [ 15 ], among the PMA-treated samples, reads of K. pneumoniae were detected in a total of 11 sites—locations #1, ..."
"The microbial population enumerated with traditional agar plate, Petrifilm, and Easy Plate are depicted in Figure 1 . All three types of media were used for the comparison of food ..."
"We built a dataset comprising publicly available assembled genomes, metagenomic bins, and assembled, not-yet-public genomes that our team had sequenced from the ISS (Table 1 ). We downloaded 319 genomes ..."
"Out of the 42 ISS metagenomes submitted at NCBI, only PMA-treated metagenomes ( n = 21) representing the viable/intact cells were used for generating bacterial MAGs. Characteristics of MAGs ( ..."
"Cohnella sp. F6_2S_P_1 T isolated from the ISS was subjected to polyphasic taxonomic characterization to determine its phylogenetic affiliation. In addition, WGSs of C. ginsengisoli and C. rhizosphaerae were generated ..."
"As expected, the Klebsiella isolates (n=10) exhibited resistance to ampicillin and rifampicin. Among the strains, three displayed resistance to a second-generation cephamycin (cefoxitin), five exhibited intermediate susceptibility to nalidixic acid, ..."
"The six strains isolated during this study belonged to five novel species spanning four bacterial genera. Among the six strains, four were non-spore-forming members and two strains formed endospores. Based ..."
"We obtained 211 assembled genomes, annotated as E. bugandensis , from the publicly available National Center for Biotechnology Information’s (NCBI) GenBank sequence database [ 20 ]. Among these genomes, 12 ..."
"The six strains isolated during this study belonged to five novel species spanning four bacterial genera. Among the six strains, four were non-spore-forming members and two strains formed endospores. Based ..."
Five novel species of Gram-positive bacteria that were isolated from the ISS were analyzed. Their generic features and the results of other molecular analyses are presented in Table 1 and ...
"Using a recently reported efficient heterologous expression (HE) system in A. nidulans , 9 the individual NRPS-like genes identified in the A. terreus genome were expressed at either the wA ..."
"In the post-genomic era, fungal sequencing initiatives have accelerated our ability to link SMs to their biosynthetic gene clusters. Further, they have enhanced our understanding of fungal SM biosynthetic processes ..."
Eight NHPs were removed from the study between the 2 and 4 month time points due to pulmonary complications; NHPs younger than 50 months old at IR were more prone ...
"A main effect of radiation (F 3,68 = 4.52; P = 0.006) on cartilage volume was identified, with a marginal (F 1,68 = 2.66; P = 0.11) load effect. Relative ..."
"In LEO, the influence of microgravity on physiological systems is the most prominent spaceflight factor. Due to limited access to space, many studies have been conducted utilizing models of microgravity, ..."
No result found
No result found
"We have previously shown RAD51C function, represented by RAD51C foci formation, is active after acute Cr(VI) exposure, but inhibited by prolonged exposure ( Browning et al., 2016 ). Since the ..."
"The harmful space environment is known to cause detrimental health consequences in humans. Different from most other reviews that focus on specific health risks, this review attempts to focus on ..."
"Space environmental factors can cause damage to the DNA, resulting in potential detrimental health consequences. Despite the low dose and dose rate nature of space radiation, there is evidence suggesting ..."
"Hammond et al. [ 51 ] summarized the principles for determining the optimal conditions for suspension cultures. Rotation of RVW’s is important for eliminating the gravity vector, but it is ..."
"One caution with using RNAlater is the rate of its diffusion through tissues that could lead to uneven preservation of cells across tissues. Because RNAlater denatures transcriptional machinery, uneven preservation ..."
The BRIC-20 experiment examined the proteomes and transcriptomes of etiolated 3-day old Arabidopsis seedlings grown aboard the International Space Station (ISS) and identical samples grown on Earth. Arabidopsis seeds were ...
No result found
"With this work, we aimed to advocate the urgency of sustainable approaches for human space exploration, and the essential role microbial biotechnologies could play in this. It has been discussed ..."
"To investigate dynamic changes in microbial species in the ISS Water Recovery System since its installation in 2008 13 , we analyzed a NASA-provided list of ISS potable water isolates ..."
NASA and JAXA undertook Study GLDS-174: “Effects of a closed space environment on gene expression in hair follicles of astronauts in the International Space Station” between 2009 and 2013. Hair ...
No result found
"To identify new alginate regulatory genes, we performed mariner-transposon mutagenesis ( Wong and Mekalanos, 2000 ) in the nonmucoid P. aeruginosa reference strain PAO1. We isolated a mucoid variant (PAO1-VE22) ..."
"We analyzed the number of MHCII + cells in the mesentery and their association with the lymphatic vessels in that tissue ( Fig. 1a, b ). Burn injury significantly increased ..."
No result found
No result found
"As the goal for space exploration expands toward establishing permanent settlements in space, space biomining is generating an increasing interest. The main space agencies have recognized its potential in their ..."
We used our MATLAB ® code to simulate and subsequently determine how long it would take a non-motile bacterial cell to leave a depletion zone of 10 µm in diameter ...
"The biomass, thickness, and surface area coverage of biofilms formed on SS316 were not statistically different from those of biofilms grown on pSS316 ( α = 0.05) at any incubation ..."
"We tested commercial FEP tissue culture bags for the ability to support microalgae growth without agitation or active mixing of gases with liquids. Under daylight fluorescent lighting, the bags are ..."
"VEG-03D was designed with a mixed horticulture layout of two pillows for each cultivar to examine the interaction of all three crop types ( Figure 2 ). In Veg-03D, we ..."
"Irradiation of imbibed Arabidopsis seeds was delivered acutely (within minutes), or over a longer duration at a low dose rate (LDR) of 0.166 cGy/min for 40 cGy 300 MeV/n titanium ..."
No result found
"Species abundance was computed for all the samples. Kendall correlation ( Fig. S1 ) shows groupings of Gowanus samples into two broad sets, the Core Samples and the Sediment Samples. ..."
"Our previously established layer-by-layer gut-on-a-chip 32,33 was adapted to add fiber optic insertion channels to the upper and lower fluidic layers ( Fig. 1A and C ). The 500 μm ..."
"In the femoral head, BV/TV was significantly decreased in spaceflight compared to all control environments (BL, −25%; VIV, −18%; GC, −27%) ( Fig 2A ). FL bones also had significantly ..."
"It has been previously shown that space travel affects the immune response [ 11 ]. To test the effects of spaceflight on inflammasome activation in the brain, we carried out ..."
The transcriptomic changes induced in the heart following vaccination with tetanus toxoid plus the adjuvant CpG versus flight saline were identified using RNAseq ( n = 3 per group) (Fig. ...
"In this section, we show the results of the CRISP experiment. We validate our findings using pathway analysis, gene set enrichment analysis, the Scalable Precision Medicine Open Knowledge Engine (SPOKE), ..."
"The body weight of male control rats was significantly ( p < 0.05) greater than the body weight of female control rats (Fig. 1 ). Similarly, male HLU rats were ..."
No result found
"We performed RNA-seq of the ON and RTN of MHU-8 mice under MG, as well as under 0.33 G, 0.67 G, and 1 G of AG, during spaceflight for the ..."
"Figure 1 , Figure 2 and Figure 3 present changes in the mean of CMV viral load in copies/10,000 cells ( Figure 1 ), cell viability in live cell percentages ..."
A sequence analysis of PK2 from C. elegans UNC-89 using BLAST confirmed that it belongs to the DMT class of CAMK kinases (Ca2+/Calmodulin-dependent kinases). The DMT class takes its name ...
No result found
Five novel species of Gram-positive bacteria that were isolated from the ISS were analyzed. Their generic features and the results of other molecular analyses are presented in Table 1 and ...
"A paradigm shift has occurred in modern space biosciences, where reliable data reuse is now essential, as well as science being interdisciplinary, inclusive, and maximally transparent. To enable large communities ..."
Dust was received from four vacuum bags from the ISS with an average initial fungal concentration of 4.39 × 10 6 spore equivalents (SE)/mg dust and an average bacterial load ...
"Four treatment groups from a single cohort of 32 weeks-old female mice included two spaceflight groups flown to the ISS on SpaceX-13: FLT_LAR, returned to Earth after 29 days of ..."
No result found
"To begin to define the impact that exposure to microgravity has upon NK cell function, we incubated NK-92MI cells for 48 h in either: (1) conditions of normal gravity (1 ..."
"In this study, we made use of the rodent HU model to gain insight on the effects of microgravity exposure on molecular signatures of the heart. With the exception of ..."
No result found
